Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
10.1,0,3,114.715,2004.0,2,1,1,815.605
7.785,0,6,64.251,2007.0,2,1,1,1328.271
13.8,0,4,54.893,2007.0,2,1,1,679.116
11.8,0,8,81.7618,2009.0,1,2,2,966.7416
10.5,0,9,171.1106,2007.0,2,1,1,3593.3226
12.865732002419843,1,13,58.7588,1985.0,2,0,0,400.8116
19.7,0,7,124.2362,2002.0,2,1,1,1887.543
13.23835812964931,0,4,98.441,1985.0,2,0,0,96.541
11.152361516034986,0,1,167.1184,1985.0,1,2,3,2476.776
15.1,1,10,134.4942,2009.0,1,2,2,1854.9188
16.2,0,14,74.9696,2007.0,2,1,1,2162.5184
11.3,1,10,96.3094,1987.0,0,2,1,666.4658
12.56932340425532,1,5,175.7712,1985.0,2,0,0,351.5424
12.56932340425532,0,5,180.1976,1985.0,2,0,0,181.0976
19.7,0,5,108.6912,2007.0,2,1,1,2183.824
20.6,1,6,188.0556,2007.0,2,1,1,2065.3116
9.5,0,7,223.5088,2007.0,2,1,1,4697.8848
13.5,1,15,96.1068,1987.0,0,2,1,1846.9292
13.65,0,13,186.3924,1997.0,2,0,1,1665.8316
7.27,0,8,97.7384,1987.0,0,2,1,591.2304
13.915723684210526,0,11,144.747,1985.0,2,0,0,143.147
6.86,0,9,231.201,2007.0,2,1,1,6201.927
14.7,0,6,47.5034,1987.0,0,2,1,972.068
13.3379766536965,0,9,211.9218,1985.0,1,2,3,3419.5488
9.195,0,0,45.2744,2002.0,2,1,1,679.116
14.15,0,4,54.2982,1999.0,1,0,1,1104.5622
12.3,1,13,60.4562,2004.0,2,1,1,1777.686
11.8,1,3,116.7834,1987.0,0,2,1,2303.668
13.6,1,5,110.0912,2004.0,2,1,1,1965.4416
11.6,0,3,178.2686,1999.0,1,0,1,1955.4546
15.0,0,13,43.6744,2007.0,2,1,1,407.4696
7.0,0,3,105.628,1999.0,1,0,1,1384.864
13.1,0,4,168.4158,1999.0,1,0,1,1504.0422
11.3,0,10,197.7426,2007.0,2,1,1,2570.6538
12.3,0,0,73.838,2007.0,2,1,1,1245.046
10.0,0,9,248.175,1987.0,0,2,1,3495.45
12.56932340425532,0,5,247.2776,1985.0,2,0,0,743.0328
6.98,0,3,82.4934,2009.0,1,2,2,982.7208
19.0,0,13,107.0622,1997.0,2,0,1,1376.2086
17.0,0,6,172.5106,2004.0,2,1,1,2053.3272
15.15,0,0,152.3708,2004.0,2,1,1,3159.8868
12.56932340425532,1,5,49.4376,1985.0,2,0,0,191.7504
13.194406118776243,0,6,40.8138,1985.0,1,2,3,1543.3244
8.355,0,3,146.9418,2002.0,2,1,1,1029.9926
12.15,0,8,224.4404,1987.0,0,2,1,1800.3232
17.25,1,2,40.048,1999.0,1,0,1,399.48
6.46,1,6,144.6102,1987.0,0,2,1,2916.204
13.23835812964931,0,4,175.3028,1985.0,1,2,3,3719.1588
5.78,1,13,262.2568,1997.0,2,0,1,5273.136
18.7,0,8,151.9682,1987.0,0,2,1,3354.3004
19.2,0,13,180.3318,2007.0,2,1,1,3428.2042
12.865732002419843,0,13,240.1564,1985.0,1,2,3,7150.692
12.275211111111112,0,0,81.8618,1985.0,2,0,0,161.1236
13.194406118776243,0,6,147.7734,1985.0,1,2,3,4602.6754
13.3379766536965,0,9,245.646,1985.0,1,2,3,3695.19
7.35,0,6,39.9454,2009.0,1,2,2,377.5086
20.35,1,10,81.6276,1997.0,2,0,1,1787.0072
13.194406118776243,0,6,88.9198,1985.0,1,2,3,3139.9128
17.85,0,14,189.7188,1997.0,2,0,1,2285.0256
4.615,1,3,231.33,1987.0,0,2,1,4660.6
15.0,0,13,47.2744,2004.0,2,1,1,679.116
11.152361516034986,1,1,145.8444,1985.0,1,2,3,3773.7544
12.1,1,14,56.7614,2009.0,1,2,2,1049.9666
11.65,0,6,187.324,2002.0,2,1,1,1864.24
12.275211111111112,0,0,104.4332,1985.0,2,0,0,307.5996
15.5,1,0,262.1568,1998.0,2,2,0,527.3136
9.195,1,13,158.5578,1997.0,2,0,1,2406.867
15.1,1,6,43.2796,2009.0,1,2,2,123.8388
5.095,1,13,140.3838,1987.0,0,2,1,1826.2894
15.1,1,6,142.5786,2009.0,1,2,2,3323.0078
12.1,0,4,165.3526,1999.0,1,0,1,3453.5046
6.235,0,9,263.791,2009.0,1,2,2,2103.928
15.0,0,1,121.8414,1998.0,2,2,0,243.6828
13.194406118776243,0,6,39.1164,1985.0,1,2,3,1235.7248
10.65,1,13,232.3668,1997.0,2,0,1,3685.8688
9.8,1,6,114.2492,1998.0,2,2,0,463.3968
18.25,0,7,173.408,1987.0,0,2,1,1038.648
12.56932340425532,0,5,62.0168,1985.0,1,2,3,1534.0032
19.6,0,9,251.8698,1999.0,1,0,1,3551.3772
17.0,1,3,144.247,2002.0,2,1,1,3149.234
9.6,1,13,190.2872,1999.0,1,0,1,4727.18
8.51,1,13,173.5422,1999.0,1,0,1,5000.8238
5.88,0,9,150.3392,2009.0,1,2,2,447.4176
8.905,0,5,60.2878,2009.0,1,2,2,1151.1682
11.152361516034986,1,1,258.8988,1985.0,1,2,3,3083.9856
8.85,0,6,183.8292,1987.0,0,2,1,2554.0088
20.7,0,4,177.2028,2009.0,1,2,2,3364.9532
13.3379766536965,0,9,216.6192,1985.0,2,0,0,215.7192
6.3,0,3,209.627,2009.0,1,2,2,3984.813
17.5,1,4,144.6102,2009.0,1,2,2,2187.153
12.340829621380845,1,3,92.312,1985.0,2,0,0,372.848
5.765,0,0,40.1164,2004.0,2,1,1,540.6296
17.75,1,0,186.924,2009.0,1,2,2,3169.208
5.035,1,1,229.0036,2007.0,2,1,1,4326.3684
8.355,0,0,94.1462,1997.0,2,0,1,2221.1088
6.13,0,4,63.0536,2007.0,2,1,1,1225.072
10.5,1,0,143.3128,1997.0,2,0,1,1438.128
12.5,0,3,119.144,2009.0,1,2,2,3235.788
12.275211111111112,0,0,45.4744,1985.0,1,2,3,1041.3112
20.75,0,8,150.4734,2004.0,2,1,1,890.8404
12.865732002419843,1,13,93.0436,1985.0,1,2,3,2363.59
13.35,1,13,179.066,2007.0,2,1,1,2696.49
7.96,0,3,163.2894,2004.0,2,1,1,4530.1032
8.92,0,9,175.237,2007.0,2,1,1,2117.244
6.635,1,0,121.8098,1999.0,1,0,1,2048.6666
15.5,0,0,106.7938,1987.0,0,2,1,3215.814
6.13,0,4,62.4536,1997.0,2,0,1,1225.072
7.315,0,13,154.434,1997.0,2,0,1,1378.206
16.0,1,10,46.1718,1998.0,2,2,0,94.5436
16.85,0,13,146.576,1998.0,2,2,0,439.428
15.85,0,3,94.4094,2009.0,1,2,2,1047.3034
15.0,0,13,43.4744,1997.0,2,0,1,543.2928
19.1,0,9,172.3422,2004.0,2,1,1,2586.633
19.0,0,5,105.4622,1987.0,0,2,1,952.7598
13.5,0,0,84.654,1999.0,1,0,1,1211.756
16.75,1,3,99.8674,1999.0,1,0,1,2342.9502
11.152361516034986,1,1,95.9068,1985.0,1,2,3,3207.8244
9.195,1,5,85.9566,2002.0,2,1,1,1691.132
19.35,0,10,173.8738,2007.0,2,1,1,2432.8332
11.8,1,4,224.1772,2007.0,2,1,1,2890.9036
10.6,0,1,40.6454,2007.0,2,1,1,167.7816
13.65,1,6,115.5834,2002.0,2,1,1,1382.2008
14.85,1,13,158.263,1999.0,1,0,1,2659.871
13.17173943661972,0,8,48.2034,1985.0,2,0,0,97.2068
13.5,1,4,60.1562,2004.0,2,1,1,1599.9174
5.635,0,0,150.005,2002.0,2,1,1,1797.66
7.405,0,3,92.4146,2007.0,2,1,1,1459.4336
13.3379766536965,0,9,177.0712,1985.0,2,0,0,351.5424
11.35,0,13,51.9008,2007.0,2,1,1,708.4112
11.788407960199004,0,14,153.8024,1985.0,1,2,3,7741.9224
16.1,1,6,109.3596,2002.0,2,1,1,1186.4556
17.7,1,6,80.9276,2009.0,1,2,2,487.3656
13.1,0,11,188.853,2004.0,2,1,1,3225.801
14.3,1,0,96.5726,1987.0,0,2,1,2251.0698
12.865732002419843,0,13,244.317,1985.0,1,2,3,8262.578
8.6,0,9,114.3176,2002.0,2,1,1,1946.7992
5.78,1,13,264.5568,2009.0,1,2,2,6327.7632
8.195,0,0,91.8462,2002.0,2,1,1,2313.655
13.65,1,4,184.824,1997.0,2,0,1,3355.632
17.35,0,0,102.3016,2002.0,2,1,1,1619.2256
20.25,0,9,246.646,1997.0,2,0,1,2463.46
12.766103789126852,1,10,230.5352,1985.0,2,0,0,687.1056
16.1,0,6,252.3356,1997.0,2,0,1,3815.034
13.194406118776243,1,6,89.7856,1985.0,1,2,3,966.7416
17.6,1,10,113.2202,2009.0,1,2,2,2025.3636
18.0,0,13,148.4418,2002.0,2,1,1,4119.9704
12.5,0,8,99.0384,1998.0,2,2,0,197.0768
9.065,0,5,94.4094,1987.0,0,2,1,2856.282
16.85,1,5,195.5478,2004.0,2,1,1,4262.4516
16.0,0,9,228.4668,2007.0,2,1,1,2534.0348
9.3,0,5,181.6292,1987.0,0,2,1,2371.5796
6.215,0,6,37.9848,2004.0,2,1,1,782.9808
20.1,1,6,226.6036,2007.0,2,1,1,6831.108
8.77,1,6,170.5422,2007.0,2,1,1,2759.0752
16.25,0,4,95.141,2004.0,2,1,1,2220.443
15.15,0,0,150.4708,1987.0,0,2,1,2106.5912
13.15,0,9,159.5604,1987.0,0,2,1,1901.5248
12.15,0,9,117.615,1987.0,0,2,1,1514.695
12.56932340425532,0,5,41.8454,1985.0,2,0,0,41.9454
20.85,0,13,197.5452,2004.0,2,1,1,4306.3944
18.2,1,6,247.2092,2004.0,2,1,1,3486.1288
8.3,0,6,36.6506,2009.0,1,2,2,455.4072
6.195,0,13,120.1098,2002.0,2,1,1,2892.2352
15.1,0,6,216.4166,2002.0,2,1,1,2830.3158
11.5,0,8,130.7942,2002.0,2,1,1,2782.3782
19.0,0,5,105.4622,2004.0,2,1,1,1905.5196
10.5,0,5,120.2098,2009.0,1,2,2,602.549
8.8,0,13,210.6612,1999.0,1,0,1,2508.7344
13.17173943661972,0,8,264.1884,1985.0,2,0,0,264.9884
17.75,0,6,160.4262,2002.0,2,1,1,3182.524
12.56932340425532,1,5,39.8506,1985.0,2,0,0,37.9506
17.75,1,4,242.1538,2004.0,2,1,1,4326.3684
20.75,0,6,123.373,2004.0,2,1,1,2093.941
16.7,1,13,60.6562,2009.0,1,2,2,592.562
12.56932340425532,0,5,55.5588,1985.0,1,2,3,1145.176
13.85,0,11,40.248,2002.0,2,1,1,319.584
15.35,1,6,191.1504,1997.0,2,0,1,1725.7536
12.1,0,6,177.3002,2004.0,2,1,1,3044.7034
12.15,0,9,118.515,2009.0,1,2,2,1398.18
13.23835812964931,0,4,74.8012,1985.0,2,0,0,303.6048
16.35,0,11,106.128,2004.0,2,1,1,1917.504
13.194406118776243,0,6,160.1578,1985.0,1,2,3,3048.6982
7.27,0,14,111.8518,2009.0,1,2,2,2277.036
13.8,0,4,246.9802,1999.0,1,0,1,5896.3248
20.25,1,0,240.3538,1999.0,1,0,1,4086.0146
9.3,0,1,65.7826,1997.0,2,0,1,968.739
14.15,0,15,125.6046,1999.0,1,0,1,1618.5598
13.17173943661972,0,8,164.5526,1985.0,1,2,3,2302.3364
8.115,1,3,154.8972,1997.0,2,0,1,1713.7692
12.865732002419843,1,13,190.8872,1985.0,2,0,0,945.436
11.1,0,9,120.1124,2002.0,2,1,1,1896.1984
12.5,0,8,96.7384,2004.0,2,1,1,2759.0752
9.8,1,1,84.6908,2004.0,2,1,1,1006.6896
19.7,1,3,253.1014,2009.0,1,2,2,2805.0154
14.3,1,0,95.9726,2007.0,2,1,1,2153.1972
19.75,0,13,213.5902,1999.0,1,0,1,4460.1942
18.5,0,10,89.4172,1987.0,0,2,1,1605.9096
13.3379766536965,0,9,174.1396,1985.0,1,2,3,4012.1108
12.35,1,10,199.0426,2004.0,2,1,1,3361.6242
13.17173943661972,0,8,156.9604,1985.0,1,2,3,4278.4308
5.365,1,12,169.7764,1999.0,1,0,1,3263.7516
13.17173943661972,0,8,97.2384,1985.0,1,2,3,2660.5368
20.5,1,5,82.8592,2004.0,2,1,1,908.1512
8.71,0,3,49.5376,1997.0,2,0,1,1198.44
12.760273972602738,0,12,109.4596,1985.0,1,2,3,1833.6132
16.0,1,10,48.1718,2007.0,2,1,1,756.3488
17.6,0,4,171.6422,1987.0,0,2,1,3793.7284
20.7,1,5,118.9466,2002.0,2,1,1,353.5398
13.0,1,3,61.922,2004.0,2,1,1,1557.972
20.2,1,0,195.811,2007.0,2,1,1,2553.343
20.35,0,0,232.7616,1987.0,0,2,1,2812.3392
18.6,0,2,101.1358,1987.0,0,2,1,1105.8938
11.576204620462047,0,7,46.206,1985.0,1,2,3,1304.968
13.35,0,4,229.9352,2007.0,2,1,1,2519.3872
17.85,0,13,120.9072,2009.0,1,2,2,2817.6656
16.35,0,11,105.528,1987.0,0,2,1,2024.032
14.85,1,4,263.791,2002.0,2,1,1,4207.856
21.25,0,10,183.1608,2007.0,2,1,1,2756.412
14.15,0,13,242.7828,1987.0,0,2,1,3167.8764
17.2,1,3,145.9418,2004.0,2,1,1,1765.7016
13.194406118776243,0,6,161.592,1985.0,1,2,3,4314.384
10.85,0,13,107.4622,2002.0,2,1,1,529.311
20.35,1,6,233.2958,1997.0,2,0,1,4206.5244
16.35,0,9,124.802,1998.0,2,2,0,253.004
9.3,0,7,191.6846,1997.0,2,0,1,3057.3536
11.788407960199004,1,14,231.8958,1985.0,1,2,3,8413.0488
15.75,0,0,196.5452,2007.0,2,1,1,3131.9232
14.85,0,9,253.2698,2002.0,2,1,1,2283.0282
18.6,0,5,243.6802,2007.0,2,1,1,5896.3248
16.35,0,9,256.4646,2009.0,1,2,2,515.3292
9.695,1,0,226.1404,1997.0,2,0,1,3375.606
15.15,1,13,130.0284,2007.0,2,1,1,3559.3668
14.3,1,6,88.9856,2004.0,2,1,1,1669.8264
10.895,0,6,194.8794,1998.0,2,2,0,585.2382
8.39,0,9,165.1868,2007.0,2,1,1,2784.3756
18.35,0,4,151.934,1987.0,0,2,1,306.268
15.2,0,8,116.3492,1987.0,0,2,1,2548.6824
20.2,0,13,259.4646,2004.0,2,1,1,2061.3168
13.3379766536965,0,9,172.3106,1985.0,1,2,3,5475.5392
8.71,1,3,185.6924,2002.0,2,1,1,3331.6632
12.15,0,1,163.1184,2004.0,2,1,1,3467.4864
8.06,0,2,232.0326,2002.0,2,1,1,3003.4238
11.5,0,6,130.6652,1998.0,2,2,0,258.3304
14.85,0,3,187.3214,1997.0,2,0,1,4333.6922
11.8,0,6,45.2402,2009.0,1,2,2,1148.505
14.7,0,7,143.5128,1999.0,1,0,1,2444.8176
13.3379766536965,0,9,221.2456,1985.0,2,0,0,663.1368
18.75,0,9,214.1218,1987.0,0,2,1,4488.1578
7.235,0,13,115.1834,2002.0,2,1,1,1382.2008
13.194406118776243,0,6,211.5586,1985.0,1,2,3,4432.2306
19.6,0,8,150.9024,1999.0,1,0,1,3795.06
7.27,1,3,92.2488,2007.0,2,1,1,814.9392
15.1,1,6,42.0796,2002.0,2,1,1,454.0756
7.81,0,14,243.5486,1998.0,2,2,0,488.6972
7.81,1,3,125.5046,2004.0,2,1,1,3237.1196
6.465,0,3,266.8884,2007.0,2,1,1,1059.9536
13.3379766536965,0,9,220.8456,1985.0,1,2,3,4199.8664
10.8,0,10,100.5042,2009.0,1,2,2,1884.8798
9.5,1,10,196.8452,1997.0,2,0,1,3523.4136
20.7,1,6,125.5388,1987.0,0,2,1,2105.2596
8.895,0,7,235.9616,2007.0,2,1,1,1874.8928
15.6,0,13,125.2704,2009.0,1,2,2,2628.5784
9.0,0,5,214.5534,1987.0,0,2,1,3440.8544
19.35,0,5,120.9098,2002.0,2,1,1,1687.1372
19.7,1,10,102.599,2002.0,2,1,1,2063.98
11.152361516034986,1,1,44.0402,1985.0,2,0,0,91.8804
5.825,0,9,160.7894,2009.0,1,2,2,1617.894
13.194406118776243,0,6,140.6154,1985.0,1,2,3,4538.0928
12.85,0,6,233.8642,2009.0,1,2,2,2323.642
12.85,0,13,172.4422,2002.0,2,1,1,4483.4972
17.5,0,10,139.918,1987.0,0,2,1,419.454
17.0,0,4,221.1114,1997.0,2,0,1,4434.228
7.05,0,13,111.1912,1997.0,2,0,1,1965.4416
5.78,1,13,264.0568,2004.0,2,1,1,2109.2544
15.2,0,13,229.0352,2004.0,2,1,1,2290.352
13.194406118776243,0,6,178.437,1985.0,1,2,3,3175.866
11.35,1,6,169.279,2004.0,2,1,1,2376.906
17.5,0,5,257.7304,2002.0,2,1,1,5683.2688
16.25,0,4,95.541,1999.0,1,0,1,1544.656
12.85,0,6,179.7318,1999.0,1,0,1,2165.1816
12.56932340425532,0,5,122.4098,1985.0,1,2,3,3012.745
8.84,1,5,109.9228,2009.0,1,2,2,1547.3192
12.766103789126852,0,10,58.3562,1985.0,1,2,3,1125.8678
17.75,0,11,107.5912,1997.0,2,0,1,1528.6768
6.38,0,9,143.347,2002.0,2,1,1,858.882
12.340829621380845,1,3,153.2998,1985.0,1,2,3,3998.7948
10.65,0,6,57.1272,2004.0,2,1,1,279.636
13.1,0,4,75.0354,1997.0,2,0,1,902.8248
11.788407960199004,0,14,145.7128,1985.0,1,2,3,4026.7584
10.195,0,5,143.1154,2007.0,2,1,1,2410.8618
6.67,1,13,131.2626,2007.0,2,1,1,2098.6016
5.32,0,8,103.8674,2002.0,2,1,1,509.337
12.275211111111112,1,0,133.1626,1985.0,1,2,3,2492.0894
12.1,0,14,144.3444,2009.0,1,2,2,1161.1552
13.85,1,2,232.73,2009.0,1,2,2,6291.81
16.35,0,9,125.602,1999.0,1,0,1,3036.048
18.35,0,9,192.8504,1987.0,0,2,1,2876.256
15.5,1,6,102.0332,1998.0,2,2,0,102.5332
12.1,0,13,150.4734,1997.0,2,0,1,2078.6276
12.1,0,13,148.2734,2004.0,2,1,1,3266.4148
19.25,1,5,85.2908,1987.0,0,2,1,671.1264
8.71,1,3,183.3924,1997.0,2,0,1,3146.5708
10.5,0,9,170.9106,1987.0,0,2,1,3251.1014
11.6,1,4,240.8222,2009.0,1,2,2,3585.333
16.0,1,6,55.9246,1998.0,2,2,0,405.4722
6.865,0,13,214.6218,2002.0,2,1,1,1923.4962
10.395,0,12,159.5604,2002.0,2,1,1,2852.2872
8.05,1,6,259.0646,1997.0,2,0,1,4380.2982
5.785,1,6,264.2252,2007.0,2,1,1,3934.878
10.3,1,6,191.653,1999.0,1,0,1,5313.084
12.5,0,6,103.099,2009.0,1,2,2,722.393
7.63,0,14,92.5436,1999.0,1,0,1,1607.2412
13.5,1,13,78.396,2004.0,2,1,1,1438.128
17.5,0,13,101.299,2002.0,2,1,1,722.393
11.788407960199004,0,14,112.0518,1985.0,2,0,0,113.8518
8.21,0,7,150.5392,2009.0,1,2,2,1043.9744
11.65,1,10,110.9544,2009.0,1,2,2,335.5632
18.5,0,13,119.8124,2007.0,2,1,1,4029.4216
7.72,1,1,78.7986,2009.0,1,2,2,856.8846
5.88,0,9,149.4392,2004.0,2,1,1,1640.5312
6.85,0,5,262.3594,2004.0,2,1,1,3924.891
13.3379766536965,0,9,176.1712,1985.0,1,2,3,3691.1952
7.52,0,6,128.8994,1987.0,0,2,1,2055.9904
13.65,1,13,81.2302,1997.0,2,0,1,2059.9852
13.3379766536965,0,9,46.2086,1985.0,1,2,3,802.9548
6.985,1,10,185.2608,2002.0,2,1,1,2940.1728
12.865732002419843,0,13,240.6222,1985.0,1,2,3,4302.3996
9.3,0,4,248.9092,1998.0,2,2,0,498.0184
12.1,0,3,74.767,1987.0,0,2,1,2220.443
5.98,0,6,145.3418,2009.0,1,2,2,2354.2688
9.0,0,8,266.2884,1999.0,1,0,1,2914.8724
7.145,0,5,160.6578,2009.0,1,2,2,2246.4092
19.0,0,8,211.7244,2002.0,2,1,1,2752.4172
7.855,1,0,35.6848,2002.0,2,1,1,335.5632
19.5,0,1,156.1314,2004.0,2,1,1,2792.3652
8.71,0,3,92.7778,1997.0,2,0,1,1032.6558
11.5,0,15,173.908,2009.0,1,2,2,1211.756
18.85,0,9,244.3144,1999.0,1,0,1,5635.3312
13.65,1,3,98.77,2002.0,2,1,1,1697.79
6.135,0,14,114.386,1999.0,1,0,1,1018.674
5.655,0,14,146.9102,2009.0,1,2,2,1749.7224
14.85,1,4,261.291,1987.0,0,2,1,10256.649
20.75,1,2,153.7682,2004.0,2,1,1,1829.6184
10.0,0,13,234.859,2009.0,1,2,2,1181.795
10.3,0,4,263.6226,2004.0,2,1,1,6608.065
5.675,1,13,156.1288,1997.0,2,0,1,2828.3184
5.51,0,8,98.9726,2009.0,1,2,2,1565.9616
17.75,0,12,33.9216,2002.0,2,1,1,830.9184
17.75,0,0,113.1544,2009.0,1,2,2,1006.6896
8.365,1,6,189.2188,2002.0,2,1,1,4570.0512
12.340829621380845,1,3,200.4742,1985.0,2,0,0,398.1484
10.0,1,13,128.2994,1987.0,0,2,1,1413.4934
18.2,1,6,250.1092,1999.0,1,0,1,5727.2116
19.35,1,14,163.3868,2004.0,2,1,1,3439.5228
12.766103789126852,0,10,143.7812,1985.0,1,2,3,4986.842
7.39,0,11,141.447,1987.0,0,2,1,2290.352
7.945,0,13,163.821,1999.0,1,0,1,1794.331
16.0,1,13,157.0972,1997.0,2,0,1,4673.916
20.1,0,8,59.2536,1997.0,2,0,1,735.0432
20.6,0,6,94.4778,1998.0,2,2,0,93.8778
8.575,1,4,196.5794,2007.0,2,1,1,5267.1438
17.7,1,6,47.9034,2009.0,1,2,2,729.051
20.0,1,5,125.4678,1998.0,2,2,0,127.1678
5.695,0,5,256.0646,1998.0,2,2,0,1288.323
5.11,0,9,164.721,2009.0,1,2,2,3588.662
15.25,1,13,178.166,2002.0,2,1,1,4853.682
12.340829621380845,1,3,177.837,1985.0,1,2,3,6704.606
18.25,1,4,110.357,1987.0,0,2,1,2087.283
15.6,1,13,170.6132,1987.0,0,2,1,6595.4148
13.0,0,3,76.3986,1999.0,1,0,1,778.986
7.02,0,6,147.3734,1999.0,1,0,1,2524.0478
19.7,0,13,177.537,1997.0,2,0,1,3175.866
9.1,0,9,112.5518,1999.0,1,0,1,341.5554
8.0,1,1,249.9092,1998.0,2,2,0,249.0092
17.75,0,8,240.9196,2009.0,1,2,2,4579.3724
19.5,0,1,156.4314,1999.0,1,0,1,2326.971
7.685,0,8,145.276,1997.0,2,0,1,3515.424
9.6,0,8,188.7214,1998.0,2,2,0,376.8428
19.6,0,4,45.5718,1998.0,2,2,0,47.2718
17.6,0,13,163.6868,1998.0,2,2,0,163.7868
15.6,1,4,63.6194,2002.0,2,1,1,743.0328
12.65,0,9,108.4938,1999.0,1,0,1,1500.7132
12.275211111111112,0,0,94.4462,1985.0,1,2,3,2036.0164
12.865732002419843,1,13,112.1518,1985.0,1,2,3,3870.9612
14.5,0,8,159.5604,2002.0,2,1,1,1426.1436
6.425,0,3,116.5808,2009.0,1,2,2,2460.7968
9.695,0,7,176.9344,2002.0,2,1,1,5888.3352
19.6,0,14,56.1614,1987.0,0,2,1,828.921
20.7,0,9,152.8366,2004.0,2,1,1,2569.3222
12.6,0,4,34.9874,2007.0,2,1,1,529.311
8.275,0,9,104.2306,1987.0,0,2,1,3658.571
13.3379766536965,0,9,106.1964,1985.0,2,0,0,210.3928
19.85,0,6,128.102,1987.0,0,2,1,1265.02
7.36,0,5,55.2588,1998.0,2,2,0,229.0352
20.35,1,10,82.7276,1998.0,2,2,0,162.4552
17.7,1,15,183.7924,1999.0,1,0,1,2221.1088
13.179111842105263,0,2,176.937,1985.0,2,0,0,352.874
8.39,1,5,112.6176,2004.0,2,1,1,2175.8344
9.195,0,0,81.6592,2004.0,2,1,1,1403.5064
8.93,0,4,152.334,2004.0,2,1,1,2143.876
15.7,0,9,59.2562,1987.0,0,2,1,296.281
16.7,0,9,246.3776,2007.0,2,1,1,1981.4208
11.788407960199004,0,14,95.0752,1985.0,1,2,3,2588.6304
20.5,1,6,194.1478,2007.0,2,1,1,2906.217
13.3379766536965,0,9,163.7526,1985.0,1,2,3,1973.4312
11.65,0,12,112.286,2007.0,2,1,1,452.744
20.75,0,14,153.5024,1999.0,1,0,1,2428.8384
12.56932340425532,0,5,157.563,1985.0,1,2,3,1721.093
16.2,0,5,41.7454,1998.0,2,2,0,83.8908
10.195,1,15,239.4538,2002.0,2,1,1,4566.7222
13.3379766536965,0,9,73.4696,1985.0,2,0,0,298.2784
13.3,0,4,233.03,1987.0,0,2,1,5359.69
6.215,0,6,37.4848,1999.0,1,0,1,111.8544
6.67,1,13,90.5514,2009.0,1,2,2,974.0654
12.6,1,4,255.5356,2007.0,2,1,1,9664.7528
12.15,0,5,254.7698,2004.0,2,1,1,5834.4054
16.6,0,3,117.2124,1999.0,1,0,1,1422.1488
12.56932340425532,1,5,128.131,1985.0,1,2,3,1687.803
20.85,1,1,103.6648,1997.0,2,0,1,2285.0256
11.0,0,8,101.7358,2004.0,2,1,1,1508.037
15.6,0,11,185.5924,1999.0,1,0,1,3146.5708
13.23835812964931,0,4,217.685,1985.0,2,0,0,432.77
10.195,1,4,194.5794,2007.0,2,1,1,4096.6674
12.6,1,5,105.099,2002.0,2,1,1,1444.786
20.2,0,13,255.7646,1999.0,1,0,1,5410.9566
18.0,0,5,116.5124,2009.0,1,2,2,355.5372
6.75,1,4,96.7752,1999.0,1,0,1,1342.2528
12.35,1,10,158.1946,2009.0,1,2,2,1104.5622
7.59,1,6,173.108,2002.0,2,1,1,2077.296
14.8,0,10,190.5846,1999.0,1,0,1,3630.6074
5.11,0,9,161.721,1997.0,2,0,1,2446.815
6.38,0,4,177.4344,1997.0,2,0,1,1784.344
8.3,1,4,87.7198,1997.0,2,0,1,1569.9564
16.7,1,13,143.8102,2007.0,2,1,1,4811.7366
11.152361516034986,1,1,156.5288,1985.0,1,2,3,4870.9928
9.695,0,6,185.2898,2002.0,2,1,1,3367.6164
8.235,0,8,184.795,2004.0,2,1,1,1464.76
10.195,0,3,112.1886,1997.0,2,0,1,667.1316
10.695,1,4,119.244,1987.0,0,2,1,3475.476
8.38,1,0,109.857,2004.0,2,1,1,2306.997
11.65,0,0,153.0024,1998.0,2,2,0,455.4072
9.195,1,5,52.0666,2004.0,2,1,1,615.1992
8.1,1,3,88.6198,1997.0,2,0,1,1569.9564
18.6,0,13,152.9366,2007.0,2,1,1,453.4098
17.6,0,8,234.659,1997.0,2,0,1,8508.924
20.25,0,9,148.0418,2009.0,1,2,2,1177.1344
5.98,0,7,53.3614,1999.0,1,0,1,331.5684
18.75,0,9,207.8954,1999.0,1,0,1,2292.3494
5.82,1,6,255.333,2002.0,2,1,1,4870.327
8.52,0,14,153.3682,1997.0,2,0,1,914.8092
15.5,1,6,178.4028,2009.0,1,2,2,1239.7196
16.7,1,6,182.7976,1997.0,2,0,1,1810.976
9.6,1,13,258.1304,2009.0,1,2,2,2324.9736
9.13,0,9,151.4024,1999.0,1,0,1,1973.4312
10.5,1,15,78.296,1997.0,2,0,1,1438.128
17.0,0,5,249.7434,1999.0,1,0,1,4221.8378
12.865732002419843,0,13,211.6902,1985.0,1,2,3,4247.804
9.195,0,0,46.4744,2004.0,2,1,1,950.7624
10.1,0,9,117.8492,1997.0,2,0,1,1621.8888
8.18,0,9,140.5154,2002.0,2,1,1,1701.7848
8.655,1,13,122.6756,2004.0,2,1,1,2302.3364
17.85,1,6,122.9388,1997.0,2,0,1,3095.97
10.65,1,13,229.8668,2004.0,2,1,1,4146.6024
13.65,1,3,99.27,1987.0,0,2,1,2596.62
17.25,0,14,261.191,2007.0,2,1,1,3155.892
